"","PLOT","INVYR","COUNTYCD","SUBP","TREE","SPCD","DIA","HT"
"822472",4,2013,3,2,3,121,12.99,71
"822533",17,2013,3,2,5,121,9.9,73
"822535",17,2013,3,1,3,121,8.8,72
"822536",17,2013,3,1,4,121,13.08,86
"822537",17,2013,3,2,6,121,14.02,81
"822538",17,2013,3,2,10,121,5.7,44
"822539",17,2013,3,2,11,121,5.77,45
"822540",17,2013,3,2,12,121,5.7,49
"822541",17,2013,3,2,13,121,5.1,52
"822542",17,2013,3,3,1,121,12.79,83
"822543",17,2013,3,3,2,121,13.52,87
"822544",17,2013,3,3,3,121,12.69,90
"822545",17,2013,3,3,6,121,12.09,86
"822546",17,2013,3,3,7,121,7.1,60
"822547",17,2013,3,3,8,121,7.9,60
"822623",24,2013,3,2,10,121,1.7,16
"822716",47,2013,3,2,1,121,16.1,74
"822721",47,2013,3,3,1,121,6.2,48
"823049",151,2013,3,1,15,121,6.88,51
"823052",151,2013,3,1,19,121,6.38,50
"823095",159,2013,3,1,6,121,5.97,40
"823098",159,2013,3,2,6,121,4.87,31
"823099",159,2013,3,2,7,121,6.07,36
"823100",159,2013,3,2,8,121,2.7,32
"823111",159,2013,3,4,1,121,3.12,27
"823113",159,2013,3,4,3,121,3.72,32
"823114",159,2013,3,4,4,121,5.26,34
"823115",159,2013,3,4,5,121,4.07,29
"823116",159,2013,3,4,6,121,2.95,18
"823117",159,2013,3,4,7,121,6.57,40
"823118",159,2013,3,4,8,121,5.87,36
"823119",159,2013,3,4,9,121,2.75,17
"823160",167,2013,3,1,7,121,2.2,28
"823161",167,2013,3,1,8,121,7.5,55
"823180",167,2013,3,4,2,121,8,53
"823181",167,2013,3,4,3,121,10.5,68
"823182",167,2013,3,4,4,121,13,74
"847284",111,2014,3,1,2,121,11,74
"847285",111,2014,3,1,3,121,10.8,70
"847286",111,2014,3,1,4,121,12.79,68
"847298",111,2014,3,4,1,121,6.37,47
"847299",111,2014,3,4,2,121,15.3,80
"847300",111,2014,3,4,3,121,11.99,77
"847301",111,2014,3,4,5,121,11.4,71
"847302",111,2014,3,4,6,121,12.09,58
"847303",111,2014,3,4,7,121,6.57,49
"847305",111,2014,3,4,13,121,6.37,46
"847308",118,2014,3,1,2,121,7.6,44
"847309",118,2014,3,1,3,121,6.51,46
"847310",118,2014,3,1,4,121,5.7,46
"847311",118,2014,3,1,5,121,6.4,39
"847312",118,2014,3,1,6,121,6.3,42
"847313",118,2014,3,1,7,121,5,40
"847314",118,2014,3,2,1,121,10.4,58
"847315",118,2014,3,2,8,121,5.1,44
"847316",118,2014,3,2,5,121,5.6,45
"847317",118,2014,3,2,6,121,5.2,42
"847318",118,2014,3,2,7,121,5.8,46
"847319",118,2014,3,2,9,121,6.1,46
"847320",118,2014,3,2,10,121,6.3,50
"847321",118,2014,3,2,11,121,5.9,49
"847322",118,2014,3,2,12,121,5.8,44
"847323",118,2014,3,3,2,121,7.2,52
"847324",118,2014,3,3,3,121,8.3,49
"847325",118,2014,3,3,4,121,8.1,48
"847326",118,2014,3,4,3,121,2.8,23
"847327",118,2014,3,4,4,121,4.9,39
"847328",118,2014,3,4,5,121,6.3,39
"847329",118,2014,3,4,6,121,5.5,43
"847330",118,2014,3,4,7,121,5,30
"870647",68,2015,3,3,7,121,3.6,36
"870651",68,2015,3,3,8,121,2.6,15
"870652",68,2015,3,3,9,121,3.5,33
"870677",80,2015,3,1,2,121,17.22,97
"870678",80,2015,3,3,1,121,15.23,95
"870679",80,2015,3,3,2,121,7.5,56
"870680",80,2015,3,3,4,121,8.2,31
"870681",80,2015,3,4,1,121,13.94,89
"870683",80,2015,3,4,2,121,14.64,90
"870855",128,2015,3,4,1,121,8.4,57
"870856",128,2015,3,4,2,121,1.4,23
"870858",128,2015,3,4,4,121,2.2,29
"870859",128,2015,3,4,5,121,3.1,35
"870860",128,2015,3,4,6,121,8.8,57
"870867",137,2015,3,2,2,121,14,75
"870904",142,2015,3,4,1,121,14.2,75
"870905",142,2015,3,4,2,121,13.8,87
"870906",142,2015,3,4,3,121,13.9,87
"870907",142,2015,3,4,4,121,15.5,99
"870908",142,2015,3,4,5,121,8.7,78
"870909",142,2015,3,4,6,121,16.2,83
"870917",143,2015,3,1,5,121,9.8,56
"870919",143,2015,3,1,2,121,10.5,63
"870920",143,2015,3,1,4,121,12.8,83
"870924",143,2015,3,2,3,121,17,85
"870946",143,2015,3,4,1,121,14.3,71
"870947",143,2015,3,4,2,121,12.69,58
"870998",164,2015,3,1,2,121,7.9,54
"870999",164,2015,3,1,3,121,8.7,56
"871000",164,2015,3,1,4,121,5.2,42
"871001",164,2015,3,1,5,121,6.8,64
"871002",164,2015,3,1,6,121,5.5,55
"871003",164,2015,3,1,7,121,5.4,50
"871004",164,2015,3,1,8,121,6.2,58
"871006",164,2015,3,2,4,121,8.2,67
"871007",164,2015,3,2,5,121,7.8,61
"871008",164,2015,3,2,6,121,8.3,60
"871009",164,2015,3,2,7,121,6.9,56
"871010",164,2015,3,2,8,121,5.8,44
"871011",164,2015,3,2,9,121,6.8,58
"871012",164,2015,3,2,10,121,7.5,62
"871013",164,2015,3,2,11,121,6.1,54
"871014",164,2015,3,2,12,121,5.1,60
"871015",164,2015,3,2,13,121,7.8,61
"871016",164,2015,3,3,1,121,7.7,43
"871017",164,2015,3,3,2,121,16.1,82
"871018",164,2015,3,4,1,121,14.6,73
"871019",164,2015,3,3,3,121,14.4,73
"871022",164,2015,3,4,2,121,11.2,77
"871023",164,2015,3,4,3,121,15.3,80
"871024",164,2015,3,4,4,121,2.9,42
"895227",13,2016,3,4,2,121,11.2,62
"895228",13,2016,3,4,4,121,7.3,53
"895328",50,2016,3,1,13,121,5.5,34
"895329",50,2016,3,1,14,121,5,32
"895330",50,2016,3,1,15,121,5.2,31
"895331",50,2016,3,1,16,121,5.2,32
"895332",50,2016,3,1,17,121,5.5,34
"895333",50,2016,3,1,18,121,5.2,34
"895334",50,2016,3,1,19,121,5.4,33
"895335",50,2016,3,1,20,121,5.2,32
"895336",50,2016,3,1,21,121,5.9,33
"895337",50,2016,3,1,22,121,5.1,33
"895338",50,2016,3,1,23,121,3.8,28
"895339",50,2016,3,2,11,121,7.1,41
"895340",50,2016,3,2,12,121,5.5,39
"895341",50,2016,3,2,13,121,5.3,36
"895342",50,2016,3,2,14,121,5.2,36
"895343",50,2016,3,2,15,121,5.6,32
"895344",50,2016,3,2,16,121,6.3,33
"895345",50,2016,3,3,15,121,5.8,31
"895346",50,2016,3,2,17,121,5.5,30
"895347",50,2016,3,2,18,121,4.1,28
"895348",50,2016,3,3,14,121,5.8,32
"895349",50,2016,3,3,16,121,5.3,30
"895350",50,2016,3,3,17,121,8,38
"895351",50,2016,3,3,18,121,6.5,36
"895352",50,2016,3,3,19,121,5.3,32
"895353",50,2016,3,3,20,121,5,30
"895354",50,2016,3,3,21,121,6,32
"895355",50,2016,3,3,22,121,5.3,31
"895356",50,2016,3,3,23,121,5.4,32
"895357",50,2016,3,3,24,121,5,33
"895358",50,2016,3,3,25,121,5.2,30
"895359",50,2016,3,3,26,121,5.2,27
"895360",50,2016,3,3,27,121,3.7,25
"895361",50,2016,3,4,10,121,5.3,38
"895362",50,2016,3,4,11,121,5.7,37
"895363",50,2016,3,4,12,121,6,36
"895364",50,2016,3,4,13,121,5.2,36
"895365",50,2016,3,4,14,121,2.9,23
"895366",50,2016,3,4,15,121,4.3,26
"895465",97,2016,3,1,2,121,6.9,41
"895468",97,2016,3,2,1,121,4.4,28
"895470",97,2016,3,2,3,121,4.1,29
"895471",97,2016,3,2,4,121,3.6,30
"895472",97,2016,3,2,5,121,1.2,10
"895477",97,2016,3,3,5,121,2.9,38
"895478",97,2016,3,3,6,121,5.3,55
"895480",97,2016,3,3,8,121,8,62
"895481",97,2016,3,3,9,121,5.7,58
"895483",97,2016,3,4,1,121,16.8,91
"895485",97,2016,3,4,2,121,18,95
"895545",132,2016,3,1,5,121,1.3,11
"895696",230,2016,3,1,2,121,9.2,65
"895703",230,2016,3,1,10,121,16.6,90
"895706",230,2016,3,2,1,121,18.4,92
"895707",230,2016,3,2,2,121,11.2,81
"895708",230,2016,3,2,3,121,12.4,80
"895709",230,2016,3,2,4,121,7.1,70
"895710",230,2016,3,2,5,121,12.1,90
"895711",230,2016,3,2,6,121,10.6,87
"895712",230,2016,3,2,7,121,11.6,81
"919501",31,2017,3,1,1,121,5.88,53
"919507",31,2017,3,1,8,121,7.48,56
"919517",31,2017,3,3,2,121,9.7,63
"919518",31,2017,3,3,3,121,9.4,66
"919519",31,2017,3,3,4,121,14.8,54
"919633",36,2017,3,4,1,121,13.5,61
"919696",61,2017,3,4,5,121,13.6,54
"919701",63,2017,3,1,1,121,19.9,77
"919711",63,2017,3,2,3,121,14.9,78
"919761",74,2017,3,1,1,121,14.5,74
"919765",74,2017,3,1,7,121,3.8,45
"919771",74,2017,3,2,6,121,6.6,50
"919772",74,2017,3,3,1,121,8.7,58
"919774",74,2017,3,2,2,121,7.7,61
"919775",74,2017,3,2,8,121,3.8,34
"919776",74,2017,3,3,2,121,13.6,64
"919778",74,2017,3,3,6,121,3.2,32
"919783",74,2017,3,4,4,121,14.7,71
"919784",74,2017,3,4,5,121,9.4,67
"919795",86,2017,3,1,7,121,2.62,15
"919797",86,2017,3,1,9,121,6.5,56
"919798",86,2017,3,1,10,121,5.68,38
"919805",86,2017,3,2,1,121,7.95,48
"919806",86,2017,3,2,10,121,8.95,50
"919808",86,2017,3,2,8,121,7.55,47
"919809",86,2017,3,2,9,121,9.32,50
"919810",86,2017,3,2,11,121,7.25,46
"919811",86,2017,3,2,12,121,8.15,49
"919812",86,2017,3,2,13,121,2.42,16
"919813",86,2017,3,2,14,121,2.92,18
"919814",86,2017,3,2,15,121,2.52,13
"919815",86,2017,3,2,16,121,5.41,43
"919816",86,2017,3,2,17,121,2.52,13
"919817",86,2017,3,2,18,121,6.75,46
"919818",86,2017,3,2,19,121,6.55,46
"919819",86,2017,3,2,20,121,6.65,45
"919820",86,2017,3,2,21,121,6.55,61
"919821",86,2017,3,2,22,121,2.02,10
"919824",86,2017,3,3,1,121,7.45,53
"919825",86,2017,3,3,2,121,7.25,51
"919826",86,2017,3,3,3,121,7.45,55
"919827",86,2017,3,3,4,121,7.35,53
"919828",86,2017,3,3,5,121,7.85,55
"919829",86,2017,3,3,6,121,7.95,54
"919830",86,2017,3,3,7,121,6.85,54
"919831",86,2017,3,3,8,121,5.48,38
"919832",86,2017,3,3,9,121,3.7,28
"919833",86,2017,3,3,11,121,7.25,52
"919834",86,2017,3,3,12,121,5.75,52
"919835",86,2017,3,3,13,121,6.55,52
"919836",86,2017,3,3,14,121,7.15,52
"919837",86,2017,3,3,15,121,5.68,45
"919838",86,2017,3,3,16,121,5.85,50
"919839",86,2017,3,3,17,121,6.45,52
"919840",86,2017,3,3,18,121,6.15,50
"919841",86,2017,3,3,19,121,6.45,50
"919842",86,2017,3,3,20,121,6.55,50
"919843",86,2017,3,4,4,121,8.85,48
"919844",86,2017,3,3,21,121,5.75,46
"919847",86,2017,3,4,5,121,7.15,49
"919848",86,2017,3,4,6,121,7.35,49
"919849",86,2017,3,4,7,121,7.15,50
"919850",86,2017,3,4,8,121,6.25,47
"919852",86,2017,3,4,10,121,4.75,42
"919853",86,2017,3,4,11,121,4.85,38
"919854",86,2017,3,4,12,121,2.62,15
"919855",86,2017,3,4,13,121,2.82,22
"919856",86,2017,3,4,14,121,3.02,22
"919857",86,2017,3,4,15,121,6.45,46
"919858",86,2017,3,4,16,121,3.02,24
"919859",86,2017,3,4,17,121,3.02,21
"919862",86,2017,3,4,20,121,6.95,50
"919863",86,2017,3,4,21,121,6.55,50
"919864",86,2017,3,4,22,121,6.25,52
"919865",86,2017,3,4,23,121,6.35,50
"919866",86,2017,3,4,24,121,5.68,47
"919867",86,2017,3,4,25,121,8.35,52
"920000",114,2017,3,2,4,121,8.1,63
"920042",147,2017,3,1,2,121,13.4,60
"920043",147,2017,3,1,3,121,8.5,58
"920044",147,2017,3,1,4,121,1.8,23
"920045",147,2017,3,1,5,121,2.1,28
"920047",147,2017,3,1,7,121,6,50
"920048",147,2017,3,2,2,121,10.2,68
"920051",147,2017,3,2,5,121,12.5,72
"920052",147,2017,3,2,6,121,9.4,69
"920059",147,2017,3,2,16,121,7.1,62
"920065",147,2017,3,3,1,121,10.6,60
"920066",147,2017,3,3,2,121,8.4,60
"920067",147,2017,3,3,3,121,11.3,71
"920068",147,2017,3,3,4,121,9.7,63
"920071",147,2017,3,4,2,121,9,70
"920072",147,2017,3,4,4,121,8,64
"920076",147,2017,3,4,8,121,8,61
"920078",147,2017,3,4,10,121,5.1,63
"920080",161,2017,3,2,5,121,7,40
"920081",161,2017,3,2,6,121,8.1,49
"920128",170,2017,3,3,10,121,8.9,55
"920138",170,2017,3,3,17,121,7.4,54
"944942",49,2018,3,3,6,121,2.59,22
"945024",94,2018,3,1,4,121,9.14,75
"945025",94,2018,3,1,1,121,6.44,60
"945026",94,2018,3,1,2,121,8.64,71
"945028",94,2018,3,1,6,121,11.14,83
"945029",94,2018,3,3,2,121,13.57,76
"945030",94,2018,3,3,5,121,9.4,76
"945031",94,2018,3,3,6,121,14.57,85
"945032",94,2018,3,3,7,121,9.96,78
"945033",94,2018,3,3,8,121,10.86,78
"945034",94,2018,3,3,9,121,9.32,70
"945035",94,2018,3,3,11,121,7.74,66
"945036",94,2018,3,3,14,121,5.84,57
"945112",125,2018,3,1,1,121,11,72
"945113",125,2018,3,1,2,121,11.9,71
"945116",125,2018,3,1,6,121,13.1,70
"945117",125,2018,3,3,1,121,11.9,81
"945118",125,2018,3,3,3,121,8.1,48
"945119",125,2018,3,3,7,121,14.2,81
"945120",125,2018,3,3,8,121,7,61
"945252",145,2018,3,1,19,121,6.45,62
"945256",145,2018,3,3,13,121,8.65,62
"945260",145,2018,3,4,15,121,7.25,60
"945264",145,2018,3,4,20,121,5.85,51
"945377",200,2018,3,1,2,121,15,81
"945378",200,2018,3,1,3,121,11,80
"945386",200,2018,3,2,1,121,9.6,89
"945388",200,2018,3,2,3,121,12.6,87
"945389",200,2018,3,2,4,121,12.3,76
"945393",200,2018,3,3,2,121,16,86
"945395",200,2018,3,3,5,121,15.9,87
"945396",200,2018,3,3,6,121,13.4,86
"945407",200,2018,3,4,2,121,12.4,75
"945409",200,2018,3,4,4,121,10.4,67
"945435",219,2018,3,1,1,121,12.2,54
"945436",219,2018,3,1,5,121,10.8,51
"945437",219,2018,3,1,2,121,8.8,53
"945438",219,2018,3,1,3,121,10.3,53
"945439",219,2018,3,1,4,121,8.4,55
"945440",219,2018,3,1,6,121,8.9,48
"945441",219,2018,3,1,7,121,8.7,54
"945442",219,2018,3,2,2,121,8.8,55
"945443",219,2018,3,2,3,121,9.4,58
"945444",219,2018,3,2,4,121,9.2,56
"945445",219,2018,3,2,5,121,9.4,58
"945446",219,2018,3,2,6,121,7.4,51
"945447",219,2018,3,2,7,121,11.5,50
"945448",219,2018,3,2,8,121,9.6,58
"945449",219,2018,3,2,9,121,9.2,53
"945450",219,2018,3,2,10,121,7.7,64
"945451",219,2018,3,2,11,121,6.8,53
"945452",219,2018,3,3,1,121,8,52
"945453",219,2018,3,3,2,121,7.7,49
"945454",219,2018,3,3,3,121,7.5,48
"945455",219,2018,3,3,4,121,7.4,46
"945476",222,2018,3,2,2,121,5.5,69
"969408",144,2019,3,1,21,121,6.4,43
"969409",144,2019,3,1,22,121,7.8,44
"969410",144,2019,3,1,23,121,6.1,42
"969411",144,2019,3,1,24,121,6.1,44
"969414",144,2019,3,1,27,121,6.5,43
"969415",144,2019,3,1,28,121,6,40
"969416",144,2019,3,1,29,121,5,43
"969417",144,2019,3,1,30,121,7.2,43
"969421",144,2019,3,2,29,121,8.8,45
"969422",144,2019,3,2,30,121,8.6,44
"969423",144,2019,3,2,31,121,7.1,42
"969428",144,2019,3,3,25,121,9,45
"969429",144,2019,3,4,27,121,7.1,43
"969430",144,2019,3,3,26,121,7.9,43
"969431",144,2019,3,3,27,121,7.1,39
"969432",144,2019,3,4,26,121,8.5,45
"969433",144,2019,3,4,28,121,8,44
"969434",144,2019,3,4,29,121,7.3,46
"969439",144,2019,3,4,34,121,7.1,46
"969477",178,2019,3,1,1,121,16.2,52
"969483",178,2019,3,2,1,121,10.4,57
"969485",178,2019,3,2,3,121,10.1,55
"969486",178,2019,3,2,4,121,11.5,56
"969488",178,2019,3,2,6,121,16.1,54
"969520",183,2019,3,4,3,121,9.67,63
"969818",206,2019,3,2,1,121,10.1,70
"969819",206,2019,3,2,2,121,15.8,85
"969820",206,2019,3,2,3,121,16.3,94
"969821",206,2019,3,2,4,121,15.1,84
"969869",207,2019,3,2,11,121,6.8,56
"969870",207,2019,3,2,12,121,5.7,41
"969887",207,2019,3,4,5,121,5.07,35
"969888",207,2019,3,4,6,121,5.43,37
"969959",217,2019,3,1,7,121,8.3,55
"969960",217,2019,3,1,8,121,7.9,52
"969961",217,2019,3,1,9,121,8.9,57
"969963",217,2019,3,1,11,121,6.8,54
"969964",217,2019,3,1,12,121,7.9,53
"969965",217,2019,3,1,13,121,6,44
"969966",217,2019,3,2,1,121,10,57
"969967",217,2019,3,2,2,121,9.9,61
"969968",217,2019,3,2,4,121,8.2,56
"969969",217,2019,3,2,6,121,8.9,66
"969970",217,2019,3,2,7,121,10.8,60
"969973",217,2019,3,2,15,121,4.7,32
"969977",217,2019,3,2,20,121,2.63,18
"969979",217,2019,3,2,21,121,8,55
"969980",217,2019,3,2,22,121,6.4,52
"969983",217,2019,3,3,5,121,9.8,61
"969988",217,2019,3,4,12,121,8,59
"969989",217,2019,3,4,13,121,8.9,55
"969990",217,2019,3,4,14,121,3,35
"969991",217,2019,3,4,16,121,3.3,28
"969992",217,2019,3,4,17,121,6.8,50
"969993",217,2019,3,4,18,121,7.1,53
"969994",217,2019,3,4,19,121,7.8,54
"969996",217,2019,3,4,21,121,5.2,47
"969997",217,2019,3,4,22,121,6.1,60
"993846",4,2020,3,2,1,121,12.8,73
"993871",13,2020,3,4,2,121,11.9,84
"993872",13,2020,3,4,4,121,8.3,68
"993938",24,2020,3,2,10,121,2.7,38
"994056",47,2020,3,2,1,121,14.9,75
"994063",47,2020,3,3,1,121,6.2,48
"994473",151,2020,3,3,22,121,5.6,41
"994490",159,2020,3,2,8,121,3.5,32
"994542",167,2020,3,1,7,121,3.05,28
"994543",167,2020,3,1,8,121,9.1,67
"994564",167,2020,3,4,4,121,13.5,77
"994566",167,2020,3,4,2,121,8.3,48
"994567",167,2020,3,4,3,121,11.4,71
"1018308",11,2021,3,4,21,121,2.6,17
"1018309",17,2021,3,1,3,121,9.49,75
"1018310",17,2021,3,2,5,121,10.55,75
"1018311",17,2021,3,2,12,121,6.42,51
"1018312",17,2021,3,2,13,121,5.82,54
"1018313",17,2021,3,3,7,121,7.82,63
"1018314",17,2021,3,3,8,121,8.62,62
"1018315",22,2021,3,3,1,121,7.7,30
"1018522",111,2021,3,1,2,121,11,74
"1018538",111,2021,3,4,2,121,16,83
"1018539",111,2021,3,4,5,121,11.7,79
"1018543",118,2021,3,1,2,121,9.9,60
"1018544",118,2021,3,1,4,121,8,64
"1018545",118,2021,3,1,5,121,7.9,51
"1018546",118,2021,3,1,6,121,8.4,55
"1018547",118,2021,3,1,7,121,5.9,50
"1018548",118,2021,3,1,8,121,7.5,55
"1018549",118,2021,3,1,9,121,5.2,50
"1018550",118,2021,3,1,10,121,7.5,56
"1018551",118,2021,3,1,11,121,5.6,44
"1018552",118,2021,3,2,1,121,11.9,62
"1018553",118,2021,3,2,5,121,7.6,60
"1018554",118,2021,3,2,6,121,6.8,55
"1018555",118,2021,3,2,7,121,7,59
"1018556",118,2021,3,2,8,121,6.7,59
"1018557",118,2021,3,2,9,121,8.1,61
"1018558",118,2021,3,2,10,121,7.9,63
"1018559",118,2021,3,2,11,121,7.1,61
"1018560",118,2021,3,2,12,121,7.5,62
"1018561",118,2021,3,2,13,121,5.1,47
"1018562",118,2021,3,2,14,121,5,53
"1018563",118,2021,3,2,15,121,6.2,58
"1018564",118,2021,3,2,16,121,6,55
"1018565",118,2021,3,3,2,121,7.6,8
"1018566",118,2021,3,3,3,121,10.2,61
"1018567",118,2021,3,3,4,121,10.3,64
"1018568",118,2021,3,3,5,121,6.2,52
"1018569",118,2021,3,3,6,121,5.2,40
"1018570",118,2021,3,3,7,121,5.1,47
"1018571",118,2021,3,4,3,121,3.3,31
"1018572",118,2021,3,4,4,121,7.6,58
"1018573",118,2021,3,4,5,121,7.7,56
"1018574",118,2021,3,4,6,121,7.8,58
"1018575",118,2021,3,4,7,121,8.2,58
"1018576",118,2021,3,4,8,121,6.5,54
"1018577",118,2021,3,4,9,121,6.1,57
"1018578",118,2021,3,4,10,121,5.8,60
"1018579",118,2021,3,4,11,121,6.4,60
"1042065",36,2022,3,4,1,121,13.9,61
"1042208",68,2022,3,3,17,121,5.3,50
"1042227",68,2022,3,3,7,121,3.9,36
"1042228",68,2022,3,3,9,121,3.8,38
"1042301",80,2022,3,1,3,121,5.7,35
"1042400",128,2022,3,4,1,121,9.5,53
"1042401",128,2022,3,4,2,121,2.24,23
"1042402",128,2022,3,4,6,121,10,52
"1042404",128,2022,3,4,4,121,3.03,29
"1042405",128,2022,3,4,5,121,4,36
"1042453",142,2022,3,4,1,121,14.6,77
"1042454",142,2022,3,4,2,121,14.4,86
"1042455",142,2022,3,4,3,121,14.2,93
"1042456",142,2022,3,4,4,121,16.1,100
"1042457",142,2022,3,4,6,121,16.4,84
"1042578",164,2022,3,1,3,121,10.1,59
"1042579",164,2022,3,1,4,121,6.2,46
"1042580",164,2022,3,1,5,121,7.9,70
"1042581",164,2022,3,1,6,121,6.4,63
"1042582",164,2022,3,1,7,121,6.5,56
"1042583",164,2022,3,2,5,121,9.1,70
"1042584",164,2022,3,1,2,121,9.3,57
"1042585",164,2022,3,1,8,121,7.8,64
"1042586",164,2022,3,1,9,121,5.5,43
"1042588",164,2022,3,2,4,121,9.7,75
"1042589",164,2022,3,2,6,121,9.5,67
"1042590",164,2022,3,2,7,121,8,69
"1042591",164,2022,3,2,8,121,5.8,44
"1042592",164,2022,3,2,9,121,8,71
"1042593",164,2022,3,2,10,121,9,72
"1042594",164,2022,3,2,11,121,6.8,63
"1042595",164,2022,3,2,12,121,7,66
"1042596",164,2022,3,2,13,121,9.5,68
"1042597",164,2022,3,2,14,121,5.1,57
"1042598",164,2022,3,3,1,121,8,39
"1042599",164,2022,3,3,2,121,16.7,83
"1042600",164,2022,3,3,3,121,14.9,77
"1042603",164,2022,3,4,1,121,15.4,78
"1042604",164,2022,3,4,2,121,11.7,81
"1042605",164,2022,3,4,3,121,16.1,83
"1042606",164,2022,3,4,4,121,3.9,42
